asset,group,driver,lookback,horizon,tradeable,base_rate,hit_raw,chance_agree,p_up_yields_fell,p_up_yields_rose,spread,p_null,spread_h1,spread_h2,n,stable
SPX,index_us,y2,21,5,1,0.5939248601119105,0.5001998401278976,0.4935055952040925,0.6204379562043796,0.5654493229380386,0.05498863326634096,0.027,0.052754122098051415,0.0672090787355154,5004,1
SPX,index_us,y2,21,21,1,0.6605854049719326,0.5058139534883721,0.4892470879589764,0.6914482165878814,0.6227816756087495,0.06866654097913183,0.094,0.10338338397982083,0.04765554972166541,4988,1
SPX,index_us,y10,1,0,0,0.5463220675944334,0.3727634194831014,0.49685046776992126,0.44880546075085326,0.6388033435987681,-0.18999788284791486,0.0,-0.31920780065638954,-0.057298162186873336,5030,1
SPX,index_us,y10,1,1,1,0.5463404932378679,0.45803500397772473,0.4968663946497862,0.5430887372013652,0.5462147887323944,-0.0031260515310291836,0.818,-0.0034119406216988057,-0.002897342043892581,5028,0
SPX,index_us,y10,1,5,1,0.5943471337579618,0.45720541401273884,0.49361504269950096,0.5858240819812126,0.5929515418502203,-0.007127459869007646,0.5915,-0.012366767426948866,-0.0002676558070093815,5024,0
SPX,index_us,y10,1,21,1,0.6619408945686901,0.4544728434504792,0.48894093731180266,0.652378911273039,0.6669611307420494,-0.014582219469010393,0.264,-0.009655745898630164,-0.017363556475185504,5008,0
SPX,index_us,y10,5,0,0,0.5945085555113411,0.40151213688818144,0.4975178811525075,0.5136902329382917,0.677801268498943,-0.1641110355606512,0.0,-0.3069441290382254,-0.017378762541806037,5026,0
SPX,index_us,y10,5,1,1,0.5461783439490446,0.48128980891719747,0.49880509858412103,0.5447486718430732,0.5408379179009734,0.003910753942099832,0.7925,-0.0270405708649325,0.03532137623002296,5024,0
SPX,index_us,y10,5,5,1,0.5942231075697211,0.47689243027888445,0.49759749845240553,0.588716271463614,0.5950868276154172,-0.006370556151803153,0.753,-0.04019812823576263,0.031775798847564096,5020,0
SPX,index_us,y10,5,21,1,0.6616706634692247,0.49300559552358114,0.49605838910007083,0.6702171241294551,0.6465333900467886,0.023683734082666552,0.3345,0.020659110762434096,0.03181164983562679,5004,1
SPX,index_us,y10,21,0,0,0.6620758483033932,0.4293413173652695,0.49721785968980203,0.5962632006498781,0.7213382292941657,-0.12507502864428754,0.0005,-0.2703877935478347,0.027114673870802686,5010,0
SPX,index_us,y10,21,1,1,0.5461261980830671,0.49900159744408945,0.49920789675815824,0.5550589191385615,0.536734693877551,0.01832422526101052,0.1685,0.022804061971446132,0.015417177185877318,5008,0
SPX,index_us,y10,21,5,1,0.5939248601119105,0.5063948840927258,0.498460863603282,0.6091019910605445,0.5768601798855274,0.03224181117501712,0.1805,0.030043186199735117,0.04232478012512464,5004,1
SPX,index_us,y10,21,21,1,0.6605854049719326,0.5172413793103449,0.49787517306973783,0.6867127184071515,0.6337448559670782,0.05296786244007334,0.184,0.10901110773489986,0.008898264170002834,4988,0
SPX,index_us,y30,1,0,0,0.5463220675944334,0.3769383697813121,0.49664786628143665,0.4594942134590656,0.6350752878653676,-0.175581074406302,0.0,-0.2977962731700692,-0.052427341877478884,5030,1
SPX,index_us,y30,1,1,1,0.5463404932378679,0.45743834526650756,0.49666363195065466,0.546506643806258,0.5454142667257421,0.001092377080515905,0.938,-0.0037246648028238516,0.006057792611037893,5028,0
SPX,index_us,y30,1,5,1,0.5943471337579618,0.4538216560509554,0.4932018984035863,0.589017589017589,0.5982261640798227,-0.009208575062233604,0.507,-0.01458871092201508,-0.002168873335039234,5024,0
SPX,index_us,y30,1,21,1,0.6619408945686901,0.45507188498402557,0.4882295356184099,0.6576227390180879,0.665629168519342,-0.008006429501254075,0.5495,0.0063097033685268755,-0.020303770303770396,5008,0
SPX,index_us,y30,5,0,0,0.5945085555113411,0.41066454436927974,0.4981196069337179,0.5156313438895656,0.6646984394770139,-0.14906709558744835,0.0,-0.3016814516732239,0.007816844280197133,5026,0
SPX,index_us,y30,5,1,1,0.5461783439490446,0.48686305732484075,0.49908084506470846,0.5511779041429732,0.540506329113924,0.01067157502904914,0.4445,-0.01369104206121663,0.03525003382820824,5024,0
